52207300,840
51546093,840
48546400,643
52207300,300
52207300,840
60368900,840
51270702,840
58991624,840
58991622,840
51546470,840
55027210,702
51270705,840
58991625,840
54463511,392
58991621,840
51546096,360
54463511,392
45938300,214
58991623,840
60368900,840
51546093,840
51270702,840
43456200,152
48546400,643
51589400,643
55020900,724
52143776,804
48963900,840
54463511,392
58991625,840
54463511,392
51270704,840
60368900,840
48963900,840
58991624,840
48963900,840
41218700,840
58991622,840
58991617,840
51551895,340
48974100,840
48546400,643
58991624,840
48546400,643
58991622,840
60368900,840
51546913,031
49165500,784
52143776,804
51546093,840
52207331,840
60368900,840
51546470,840
54704367,840
58991623,840
54469176,498
58991624,840
48546400,643
58991624,840
48963900,840
58991622,840
58991625,840
52483103,280
58991622,840
48546400,643
51553786,784
67031250,056
60368900,840
58991621,840
58991617,840
58991625,840
51560100,840
60368900,840
58991624,840
48963900,840
54463511,392
40589400,604
60871002,840
58991624,840
51270704,840
55020900,724
58991622,840
58991624,840
51546473,392
54463511,392
58991620,840
51546093,840
58991622,840
48546400,643
48920200,840
52532014,578
51560100,840
48546400,643
58991623,840
58991619,840
58991624,840
48546400,643
58991623,840
58991619,840
48546400,643
54699700,643
54699700,643
45938300,214
51270701,840
55309600,840
58991625,840
48546400,643
55264000,840
58991623,840
48546400,643
48546400,643
48963900,840
58991625,840
48963900,840
51270704,840
58991624,840
58991623,840
60871012,840
51270704,840
58991620,840
41740000,688
40928000,840
51270702,840
48546400,643
48546400,643
58991618,840
52483103,280
51551398,840
52142445,188
54593189,124
52625538,840
60871009,840
58991624,840
55293700,372
55293700,372
58991623,840
51270703,840
55293700,372
55293700,372
58991622,840
52207343,840
52144188,031
48963900,840
51270704,840
51589400,643
51760400,840
51760400,170
51760400,840
51589400,643
48963900,840
51270703,840
55293700,372
55293700,372
58991623,840
54458884,392
41740000,688
58991622,840
49901101,250
49901101,250
60871002,840
51589400,643
60368900,840
48546400,643
58991623,840
55293700,372
55293700,372
51546096,360
48546400,643
55490600,840
52143776,804
54497216,380
48546400,643
51546300,840
41740000,688
46209200,566
41740000,688
52625929,840
51560100,840
51270704,840
58991624,840
55020900,724
58991624,840
51270703,840
52483103,280
58991624,840
58991623,840
58991622,840
48546400,643
51546096,360
51546096,360
51546314,608
58991622,840
60368900,840
41042400,840
51589400,643
58991625,840
58991617,840
55020900,724
48963900,840
51270705,840
58991625,840
51270703,840
58991624,840
60368900,840
58991625,840
58991624,840
58991617,840
60368900,840
42658692,410
60368900,840
60368900,840
51546300,840
58991623,840
54463511,392
58991616,840
40360800,630
48546400,643
51510400,608
42606500,724
51270704,840
51546300,840
51560100,840
41740000,688
58991625,840
41218700,840
52470300,032
58991622,840
48546400,643
51270773,840
51656400,840
41740000,688
58991625,840
52470300,032
58991622,840
60368900,840
60368900,840
48546400,643
52140086,392
48963900,840
52742500,724
60368900,840
54438851,392
58991624,840
41740000,688
54593189,124
58991622,840
60368900,840
54703638,422
60368900,840
54463511,392
55293700,372
55293700,372
58991625,840
58991621,840
